"","PlantID","PlantName","OperatorName","OperatorID","State","County","NameplateCapacityMWSum","NetGenerationMWSum","CapacityFactor"
"8481",7927,"Buffalo Mountain","Tennessee Valley Authority","18642","TN","Anderson",1.8,0,0
"8484",7928,"Osawatomie","Kansas City Power & Light Co","10000","KS","Miami",102,15909,1.78048616706957
"8485",7929,"West Gardner","Kansas City Power & Light Co","10000","KS","Johnson",408,44502,1.24513161428955
"8489",7930,"Russell Energy Center","City of Russell - (KS)","16440","KS","Russell",15,1212,0.922374429223744
"8493",7932,"Gaylord - Wolverine","Wolverine Power Supply Coop","20910","MI","Otsego",70.2,19534,3.17650808518388
"8496",7934,"Industrial Park","City of Rock Falls - (IL)","16198","IL","Whiteside",13.4,564,0.480474340625639
"8503",7935,"Trenton South","Trenton Municipal Utilities - (MO)","19150","MO","Grundy",14,72,0.0587084148727984
"8511",7940,"Ponton Diesel Generating Facility","Old Dominion Electric Coop","40229","VA","Amelia",4,166,0.473744292237443
"8513",7941,"Nottoway Diesel Generating Facility","Old Dominion Electric Coop","40229","VA","Southampton",4,257,0.733447488584475
"8515",7942,"Diamond Valley Lake","Metropolitan Water District of S CA","12397","CA","Riverside",29.7,3725,1.43174515320634
"8529",7948,"Lawrence County Station","Hoosier Energy R E C, Inc","9267","IN","Lawrence",402,146338,4.15553510983893
"8548",7957,"Sediver","Central Electric Power","59159","SC","York",2.9,88,0.346402141395056
"8556",7962,"Warren F Sam Beasley Generation Station","Delaware Municipal Electric Corp","5084","DE","Kent",96,30699,3.65047089041096
"8558",7964,"Peno Creek","Union Electric Co - (MO)","19436","MO","Pike",240,92471,4.39835426179604
"8565",7967,"Lordsburg Generating","Public Service Co of NM","15473","NM","Hidalgo",88,5042,0.654057700290577
"8567",7971,"Pella Peaking","City of Pella - (IA)","14645","IA","Marion",28,340,0.138617090671885
"8597",7975,"Pyramid","Tri-State G & T Assn, Inc","30151","NM","Hidalgo",186,66330,4.07092355280601
"8601",7976,"Mulvane 2","City of Mulvane - (KS)","13095","KS","Sedgwick",9.2,12,0.0148898153662895
"8604",7977,"Granite Falls 2","City of Granite Falls - (MN)","7494","MN","Yellow Medicine",6,0,0
"8607",7981,"Mill Creek (SC)","Duke Energy Carolinas, LLC","5416","SC","Cherokee",799.2,201194,2.8737927425142
"8615",7982,"South Generation","Redwood Falls Public Util Comm","15793","MN","Redwood",6.6,161,0.278469627784696
"8622",7987,"Lake One","City of Burbank Water and Power","2507","CA","Los Angeles",60.5,11806,2.22763123136722
"8629",7990,"Altamont","City of Altamont - (IL)","406","IL","Effingham",7.2,72,0.114155251141553
"8640",7997,"Winston","City of Lakeland - (FL)","10623","FL","Polk",50,0,0
"8666",8002,"Newington","Granite Shore Power","62032","NH","Rockingham",414,114889,3.16791851410672
"8670",8006,"Roseton Generating Facility","CCI Roseton LLC","5511","NY","Orange",1242,516508,4.74735108346385
"8672",8007,"Holtsville","National Grid Generation LLC","56505","NY","Suffolk",567,43118,0.868103371908547
"8682",8008,"Mickleton Station","Calpine New Jersey Generation LLC","56606","NJ","Gloucester",71.2,5021,0.805018983120414
"8683",8009,"Auburn State Street","New York State Elec & Gas Corp","13511","NY","Cayuga",7,13,0.0212002609262883
"8684",8010,"Murray Turbine","City of Murray - (UT)","13137","UT","Salt Lake",42,9221,2.50625135899109
"8688",8012,"Croydon CT Generating Station","Exelon Power","6035","PA","Bucks",546.4,54366,1.13582803505887
"8698",8015,"Paragould Reciprocating","Paragould Light & Water Comm","14446","AR","Greene",19.2,512,0.30441400304414
"8701",8016,"Factory","City of Springfield - (IL)","17828","IL","Sangamon",26.6,128,0.0549318501733786
"8702",8019,"Portage","Upper Peninsula Power Company","19578","MI","Houghton",22.6,838,0.423283630339031
"8703",8020,"Baldwin City Plant No 2","City of Baldwin City- (KS)","1148","KS","Douglas",6.4,310,0.552939497716895
"8713",8026,"Hartzog","Basin Electric Power Coop","1307","WY","Campbell",22.5,244,0.123795027904617
"8716",8027,"Blue Lake","Northern States Power Co - Minnesota","13781","MN","Scott",559.4,105279,2.14840019394557
"8722",8028,"Arvada","Basin Electric Power Coop","1307","WY","Sheridan",22.5,231,0.117199391171994
"8725",8029,"Sycamore (IA)","MidAmerican Energy Co","12341","IA","Polk",157.6,4618,0.334498064575945
"8727",8030,"Barber Creek","Basin Electric Power Coop","1307","WY","Campbell",22.5,219,0.111111111111111
"8738",8037,"Clifton","Sunflower Electric Power Corp","18315","KS","Washington",87.5,8063,1.05192433137639
"8769",8063,"DeCordova Steam Electric Station","Luminant Generation Company LLC","55983","TX","Hood",357.6,13144,0.419590777685841
"8777",8067,"Fort Lupton","Public Service Co of Colorado","15466","CO","Weld",100.8,2737,0.309963216641299
"8798",8076,"Ellwood","GenOn California South, LP","15908","CA","Santa Barbara",58,6212,1.22264210360573
"8806",8100,"Springfield (CO)","City of Springfield - (CO)","17834","CO","Baca",2.7,0,0
"8812",8105,"Halstad","City of Halstad - (MN)","7969","MN","Norman",4,22,0.0627853881278539
"8814",8106,"Tipton","City of Tipton - (IA)","18947","IA","Cedar",8.6,67,0.0889349049591165
"8819",8108,"Hopkinton","City of Hopkinton - (IA)","8847","IA","Delaware",4.1,19,0.0529012139436463
"8821",8110,"Stanberry","City of Stanberry - (MO)","17946","MO","Gentry",4.3,0,0
"8858",9038,"Cherry Street","Town of Hudson - (MA)","8973","MA","Middlesex",17.3,511,0.33718689788054
"8865",9674,"Nine Springs","Madison Gas & Electric Co","11479","WI","Dane",16.2,37,0.0260724956310953
"8925",10051,"Lockville Hydropower","Brooks Energy, LLC","49753","NC","Chatham",1.2,339,3.22488584474886
"8948",10075,"Taconite Harbor Energy Center","ALLETE, Inc.","12647","MN","Cook",168,0,0
"8956",10099,"Pedricktown Cogeneration Company LP","Pedricktown Cogeneration Company LP","50160","NJ","Salem",140.2,46905,3.81915267817013
"8966",10120,"PInova Inc","PInova Inc","8486","GA","Glynn",7.1,0,0
"8967",10121,"High Shoals Hydro (GA)","High Shoals Hydro","8596","GA","Morgan",1.4,0,0
"8996",10156,"Fresno Cogen Partners","Wellhead Energy, LLC","20323","CA","Fresno",82.6,5887,0.813598018729201
"9000",10167,"Seadrift Coke LP","Seadrift Coke L P","54705","TX","Calhoun",7.6,2791,4.1922013938957
"9001",10169,"Carson Cogeneration","Carson Cogeneration Co","3084","CA","Los Angeles",55.8,0,0
"9009",10176,"M Street Jet","Massachusetts Bay Trans Auth","11724","MA","Suffolk",69,635,0.10505591952882
"9072",10215,"Snowbird Power Plant","Snowbird Corporation","20712","UT","Salt Lake",1.8,15,0.0951293759512938
"9082",10222,"Tulare Success Power Project","Lower Tule River Irrgtn Dist","11278","CA","Tulare",1.4,490,3.99543378995434
"9094",10238,"Dolgeville Hydro","EONY Generation Limited","60023","NY","Herkimer",5,1217,2.77853881278539
"9135",10280,"Central Plant","Bob Jones University","1947","SC","GREENVILLE",4.1,0,0
"9162",10307,"Bellingham Cogeneration Facility","Northeast Energy Associates LP","21970","MA","Norfolk",386.1,128416,3.79677822600197
"9206",10377,"James River Genco LLC","City Point Energy Center","61138","VA","Hopewell City",114.8,44177,4.39288896313621
"9212",10384,"Edgecombe Genco LLC","Edgecombe Operating Services LLC","55739","NC","Edgecombe",114.8,9082,0.903099295180819
"9227",10405,"Kingsburg Cogen","KES Kingsburg LP","10337","CA","Fresno",36.2,4964,1.56537753222836
"9229",10408,"Clark University","Clark University","3692","MA","Worcester",2,0,0
"9240",10421,"Dillon Hydro Plant","Denver City & County of","5068","CO","Summit",1.8,411,2.60654490106545
"9309",10491,"Mead Rumford Cogen","ND Paper LLC","61813","ME","Oxford",12.5,0,0
"9327",10501,"Mid-Set Cogeneration","Mid Set Cogeneration Co","12449","CA","Kern",39.1,0,0
"9388",10553,"Anderson Power Products Division","Anderson Power Products","4385","MA","Worcester",1,6,0.0684931506849315
"9451",10617,"CH Resources Beaver Falls","Lakeside Beaver Falls LLC","58338","NY","Lewis",107.8,10833,1.1471649681043
"9453",10620,"Carthage Energy LLC","Carthage Energy LLC","3085","NY","Jefferson",62.9,19942,3.61921147577876
"9455",10621,"CH Resources Syracuse","Lakeside Syracuse LLC","58337","NY","Onondaga",102.7,32457,3.60772832161769
"9480",10650,"Badger Creek Limited","WCAC Operating Company","60662","CA","Kern",46,7556,1.87512408179472
"9530",10700,"Red Shield Envir Old Town Facility","MFGR LLC","56448","ME","Penobscot",28.5,0,0
"9577",10751,"Camden Plant Holdings LLC","Morris Energy Operations Company, LLC","56516","NJ","Camden",172.9,48694,3.21496576002704
"9581",10755,"Rifle Generating Station","Tri-State G & T Assn, Inc","30151","CO","Garfield",84,7156,0.972494020439226
"9596",10764,"Blue Lake Power LLC","Blue Lake Power LLC","56120","CA","Humboldt",13.8,0,0
"9597",10765,"Indeck Jonesboro Energy Center","Covanta Maine LLC","56402","ME","Washington",27.5,10582,4.39269406392694
"9617",10795,"Camden South Carolina","Invista","50006","SC","Kershaw",30,2304,0.876712328767123
"9652",10837,"Covanta Mendota","Covanta Mendota LP","55989","CA","Fresno",28,0,0
"9655",10840,"Covanta Delano Energy","Covanta Delano Inc","56099","CA","Kern",57,0,0
"9692",10870,"Hazelton","Hazleton Generation LLC","56214","PA","Luzerne",171.5,5159,0.343397633025813
"9733",50003,"Chalk Cliff Limited","WCAC Operating Company","60662","CA","Kern",46,15300,3.79690291840381
"9785",50060,"Brown Station Road Plant I","Prince George's County","15380","MD","Prince Georges",2.7,181,0.765262979874852
"9800",50074,"Marcus Hook Refinery Cogen","Marcus Hook 50 L.P","60771","PA","Delaware",50.5,54,0.012206700122067
"9801",50076,"Santa Felicia Dam","United Water Conservation Dist","19532","CA","Ventura",1.3,82,0.720056199508254
"9831",50094,"Veolia Energy Trenton L.P.","Veolia Energy Trenton L.P","19148","NJ","Mercer",6,777,1.47831050228311
"9865",50127,"Signal Hill Generating LLC","Signal Hill Generating LLC","54777","TX","Wichita",80,18556,2.64783105022831
"9873",50131,"Coalinga Cogeneration","Coalinga Cogeneration Co","3852","CA","Fresno",38.4,0,0
"9883",50137,"Newgulf Cogen","Luminant Generation Company LLC","55983","TX","Wharton",101.9,19800,2.21812951187708
"9889",50147,"R E Badger Filtration Plant","Santa Fe Irrigation District","16713","CA","San Diego",1.4,0,0
"9890",50148,"Linde Wilmington","Praxair Inc","15320","CA","Los Angeles",31,0,0
"9916",50169,"Wichita Plant","Occidental Chemical Corporation","13914","KS","Sedgwick",43.7,0,0
"9983",50228,"Rocky Brook Hydroelectric","Rocky Brook Electric Inc","22614","WA","Jefferson",1.6,546,3.89554794520548
"9985",50230,"Robbins Lumber","Robbins Lumber Inc","16191","ME","Waldo",3.2,99,0.353167808219178
"9987",50231,"SDS Lumber Gorge Energy Division","SDS Lumber Co","22803","WA","Klickitat",10,0,0
"9996",50241,"Tenet Hospital","Tenet Hospital Ltd","27378","TX","El Paso",4.2,13,0.0353337682104805
"9998",50243,"Bucksport Generation LLC","Bucksport Generation LLC","9303","ME","Hancock",186.8,10221,0.624615001026664
"10021",50260,"Oakwood Hospital & Medical Center","Oakwood Hospital Med Center","13945","MI","Wayne",5,22,0.0502283105022831
"10034",50276,"Wintec Energy Ltd","Wintec Energy Ltd","20707","CA","Riverside",5.9,358,0.692670845909759
"10059",50299,"AltaGas Ripon Energy Inc.","AltaGas Ripon Energy Inc.","60134","CA","San Joaquin",49.5,9868,2.27572528942392
"10071",50307,"University of Oklahoma","University of Oklahoma","19533","OK","Cleveland",18.6,15,0.00920606864044778
"10080",50310,"Standby Generation Plant","Pensacola Christian College","14762","FL","Escambia",13.7,93,0.0774922507749225
"10096",50315,"Chasm Hydro Partnership","Ampersand Chasm Hydro LLC","24979","NY","Franklin",1.6,0,0
"10099",50318,"Par Sterile Products","JHP Pharmaceuticals LLC","55970","MI","Oakland",2.8,0,0
"10107",50326,"Nalco","Nalco Co","14293","IL","DuPage",4.7,1800,4.37190323520839
"10117",50337,"Mooseheart Power House","Moose International","21690","IL","Kane",1.8,0,0
"10121",50341,"PCS Nitrogen Fertilizer LP","PCS Nitrogen LP","15237","LA","Iberville",14,0,0
"10132",50359,"Sloss Industries Corp","ERP Compliant Coke, LLC","17330","AL","Jefferson",25,0,0
"10138",50365,"Ridgewood Providence Power","Rhode Island LFG Genco","56889","RI","Providence",6.4,0,0
"10158",50371,"The Mosaic Company, Plant City Facility","The Mosaic Company, Plant City Facility","24900","FL","Hillsborough",40.5,0,0
"10159",50373,"Paxton Creek Cogeneration","NRG Energy Center Paxton LLC","13875","PA","Dauphin",12.6,1263,1.14427049358556
"10170",50385,"Newark Bay Cogeneration Partnership LP","Newark Bay Cogeneration Partnership LP","55846","NJ","Essex",152,31743,2.38396719538572
"10288",50456,"Procter & Gamble Cincinnati Plant","Procter & Gamble Co","15400","OH","Hamilton",12.5,5101,4.65844748858447
"10304",50468,"Rocky Mount Mill","Capitol Broadcasting Company Inc","55876","NC","Nash",1.6,0,0
"10341",50485,"Altech III","Terra-Gen Operating Co-Wind","2770","CA","Riverside",25.1,9160,4.1659844639706
"10343",50487,"PPG Powerhouse A","Eagle 2 US LLC","14306","LA","Calcasieu",52.5,0,0
"10365",50494,"Kern Front Limited","WCAC Operating Company","60662","CA","Kern",49.8,18945,4.34271331902954
"10384",50535,"Mesa Wind Power Corp","Brookfield Energy Marketing LP","11556","CA","Riverside",29.9,5055,1.92994914555367
"10390",50540,"BP Carson Refinery","Tesoro Carson Refinery","2696","CA","Los Angeles",13.5,0,0
"10392",50541,"Harbor Cogen","Harbor Cogeneration Co.","8303","CA","Los Angeles",107.4,0,0
"10402",50555,"Rosemary Power Station","Virginia Electric & Power Co","19876","NC","Halifax",180,28278,1.79337899543379
"10477",50623,"Gaviota Oil Plant","Freeport McMoRan Oil & Gas","15174","CA","Santa Barbara",14,0,0
"10536",50660,"Covanta Tulsa Renewable Energy LLC","Covanta Tulsa Renewable Energy LLC","56316","OK","Tulsa",16.8,7256,4.93041965644705
"10596",50744,"Sterling Power Plant","Sterling Power Partners LP","14182","NY","Oneida",65.3,25240,4.41237142237792
"10635",50799,"Parlin Power Plant","Consolidated Edison Energy, Inc.","61536","NJ","Middlesex",135,18283,1.54600033823778
"10664",50831,"Nove Power Plant","Nove Investments I LLC","13876","CA","Contra Costa",3,619,2.35540334855403
"10682",50852,"Elmwood Park Power LLC","Morris Energy Operations Company, LLC","56516","NJ","Bergen",89.5,3204,0.408663044310094
"10688",50864,"Sargent Canyon Cogeneration","Sargent Canyon Cogeneration Co","16636","CA","Monterey",38.2,0,0
"10692",50876,"Wheelabrator Norwalk Energy","Metropolitan State Hospital","61941","CA","Los Angeles",30.7,0,0
"10737",50904,"Fox Metro Water Reclamation District","Fox Metro Water Reclamation","6675","IL","Kendall",2.2,0,0
"10748",50921,"Co-Gen LLC","Co-Generation Co","3770","OR","Grant",7.5,0,0
"10769",50937,"William Beaumont Hospital","William Beaumont Hospital","20680","MI","Oakland",3.8,0,0
"10773",50942,"Lagoon Cogeneration Facility","Lagoon Corp","10657","UT","Davis",3,0,0
"10793",50964,"Amedee Geothermal Venture I","Amedee Gethrm Venture I LP","472","CA","Lassen",3,0,0
"10796",50966,"Bellmeade Power Station","Virginia Electric & Power Co","19876","VA","Richmond City",330,39792,1.37650477376505
"10821",50976,"Indiantown Cogeneration LP","Florida Power & Light Co","6452","FL","Martin",395.4,7623,0.220082316502796
"10831",50990,"Marathon Electric","Marathon Electric Mfg Corp","11637","WI","Marathon",1.8,0,0
"10833",50993,"Co-Gen II LLC","Co-Gen II","3930","OR","Douglas",7.5,0,0
"10835",51008,"Enterprise Sugar Factory","M.A. Patout & Son Limited, LLC","11415","LA","Iberia",3,0,0
"10844",51035,"Hofstra University","Hofstra University","8688","NY","Nassau",2.2,0,0
"10853",52007,"Mecklenburg Power Station","Virginia Electric & Power Co","19876","VA","Mecklenburg",139.8,57984,4.73474827052345
"10868",52021,"ITT Cogen Facility","Illinois Institute-Technology","29767","IL","Cook",7.4,111,0.171232876712329
"10908",52057,"Herkimer","ECOsponsible LLC","60082","NY","Herkimer",1.6,0,0
"10927",52069,"Point Comfort Operations","Alcoa World Alumina LLC","22337","TX","Calhoun",63.1,0,0
"10971",52091,"New York Methodist Hospital","New York Methodist Hospital","13484","NY","Kings",4.4,18,0.0466998754669988
"11088",52186,"Yuba City Cogen Partners","Wellhead Energy, LLC","20323","CA","Sutter",49,10599,2.46924797316187
"11106",54017,"San Gabriel Hydro Project","Los Angeles County-San Gabriel","11295","CA","Los Angeles",5,0,0
"11108",54034,"Rensselaer Cogen","Rensselaer Generating LLC","6838","NY","Rensselaer",88.2,4227,0.547090982511726
"11110",54038,"Geo East Mesa II","Ormat Nevada Inc","34691","CA","Imperial",21.6,0,0
"11125",54056,"Pawtucket Power Associates","Pawtucket Power Associates LP","14584","RI","Providence",68.8,10469,1.73705134331528
"11131",54081,"Spruance Genco LLC","Veolia Energy Operating Service","61854","VA","Richmond City",229.6,38985,1.93830246766264
"11197",54131,"Fortistar North Tonawanda","North American Energy Services","50136","NY","Niagara",65.7,24116,4.19021010126283
"11241",54203,"Mississippi Baptist Medical Center","Mississippi Baptist Medical","12704","MS","Hinds",4.2,0,0
"11245",54210,"American Crystal Sugar Hillsboro","American Crystal Sugar Co","491","ND","Traill",13.3,0,0
"11246",54211,"American Crystal Sugar Moorhead","American Crystal Sugar Co","491","MN","Clay",5,0,0
"11248",54212,"American Crystal Sugar Crookston","American Crystal Sugar Co","491","MN","Polk",6.5,0,0
"11250",54213,"American Crystal Sugar Drayton","American Crystal Sugar Co","491","ND","Pembina",6,0,0
"11251",54214,"American Crystal Sugar East Grand Forks","American Crystal Sugar Co","491","MN","Polk",7.5,0,0
"11278",54239,"Naval Submarine Base Kings Bay","Kings Bay Naval Base","10339","GA","Camden",30,4375,1.66476407914764
"11315",54283,"Lee Creek Water Treatment Facility","Fort Smith City of","31518","AR","Crawford",1.3,0,0
"11318",54290,"Inforum","DCII-250 Williams Street NW, LLC","61186","GA","Fulton",1.3,0,0
"11319",54294,"West Group Data Center","Thomson Corp","18981","MN","Dakota",8,272,0.388127853881279
"11342",54316,"Archer Daniels Midland Southport","Archer Daniels Midland Co","772","NC","Brunswick",52.5,2747,0.597303761687323
"11355",54323,"CNN Center","Turner Properties Inc","18452","GA","Fulton",13,92,0.0807867931155602
"11371",54338,"Rio Grande Valley Sugar Growers","Rio Grande Valley Sugar Growers, Inc.","16098","TX","Hidalgo",24.9,2386,1.09387320973391
"11386",54347,"Howard F Curren Advncd Wastewater Plant","Tampa Wastewater Department","18483","FL","Hillsborough",2.5,0,0
"11405",54360,"Fuyao Glass Illinois Inc.","Fuyao Glass Illinois, Inc","60194","IL","Macon",4.7,0,0
"11408",54363,"Shelby, NC","Electric Glass Fiber America, LLC.","50035","NC","Cleveland",4.2,0,0
"11412",54364,"Works 4","Vitro Architectural Glass","60538","TX","Wichita",4.9,116,0.270245084335104
"11418",54372,"University of Colorado","University of Colorado","22208","CO","Boulder",33,861,0.297841427978414
"11439",54406,"Capitol Heat and Power","State of Wisconsin","18028","WI","Dane",2,0,0
"11441",54407,"Waupun Correctional Central Heating Plt","State of Wisconsin","18028","WI","Dodge",4.3,0,0
"11445",54408,"UW Madison Charter Street Plant","State of Wisconsin","18028","WI","Dane",11,0,0
"11451",54414,"John Deere Dubuque Works","John Deere Dubuque Works","9765","IA","Dubuque",9,27,0.0342465753424658
"11489",54453,"EDF Renewable Windfarm V Inc","EDF Renewable Asset Holdings, Inc.","57170","CA","Solano",15.5,3484,2.56591545146561
"11491",54457,"Hewlett Packard Enterprise","Hewlett-Packard Company","4119","GA","Fulton",8,0,0
"11512",54477,"Oroville Cogeneration LP","Oroville Cogeneration LP","14173","CA","Butte",7.7,156,0.231275573741327
"11522",54513,"WestRock (IL)","WestRock (IL)","30038","IL","Kane",2.9,26,0.102346087230357
"11527",54515,"Crotched Mountain Rehabilitation Center","Crotched Mt Rehab Ctr Inc","4566","NH","Hillsborough",2.1,53,0.288106110023918
"11539",54523,"Hoffer Plastics","Hoffer Plastics","8705","IL","Kane",7.2,1647,2.61130136986301
"11553",54526,"ReEnergy Lyonsdale Biomass","ReEnergy Biomass LLC","57431","NY","Lewis",21.1,0,0
"11555",54531,"Stingray Facility","Targa Midstream Services LP","5499","LA","Cameron",2.5,10,0.045662100456621
"11579",54540,"Charter Dura-Bar","Wells Manufacturing Co","20328","IL","McHenry",6,0,0
"11616",54564,"General Mills Inc","General Mills Inc","7092","NY","Erie",3.8,1618,4.86061043018505
"11617",54566,"YKK USA Chestney","YKK USA Inc","21116","GA","Bibb",1.3,0,0
"11639",54574,"Saranac Facility","Saranac Power Partners LP","16729","NY","Clinton",285.6,70784,2.82925955770436
"11649",54586,"Tanner Street Generation","Bicent Power","56171","MA","Middlesex",85,36768,4.93795326349718
"11651",54592,"Massena Energy Facility","Power City Partners LP","15253","NY","St Lawrence",104.1,1690,0.18532408686765
"11657",54594,"University of Arizona - Biosphere 2","University of Arizona - Biosphere 2","55994","AZ","Pinal",3.1,42,0.154661953159523
"11666",54607,"University of Texas at Dallas","The University of Texas at Dallas","21622","TX","Collin",3.5,0,0
"11725",54653,"Kanaka","STS Hydropower, LLC","18194","CA","Butte",1.1,0,0
"11785",54682,"Difwind Farms Ltd II","Terra-Gen Operating Co-Wind","2770","CA","Riverside",5.5,1398,2.90161892901619
"11797",54693,"York Generation Company LLC","Morris Energy Operations Company, LLC","56516","PA","York",52.2,3526,0.771094665756924
"11816",54705,"Toca Plant","Enterprise Products Optg LP","29925","LA","St Bernard",2.8,0,0
"11820",54710,"Alliant SBD 9205 A Y McDonald","Industrial Energy Applications Inc","361","IA","Dubuque",3.6,15,0.0475646879756469
"11823",54712,"Alliant SBD 9201 Norplex","Industrial Energy Applications Inc","361","IA","Allamakee",2.1,109,0.592520113068058
"11825",54714,"Alliant SBD 8501 Aegon LI","Industrial Energy Applications Inc","361","IA","Linn",3.1,0,0
"11828",54715,"Alliant SBD 9107 JBS USA","Industrial Energy Applications Inc","361","IA","Marshall",11.4,53,0.0530721781623007
"11835",54716,"Alliant SBD 8602 Marion Sub","Industrial Energy Applications Inc","361","IA","Linn",5.6,21,0.0428082191780822
"11839",54717,"Alliant SBD 9106 Rockwell CR","Industrial Energy Applications Inc","361","IA","Linn",16,225,0.160530821917808
"11849",54718,"Alliant SBD 9206 Donaldson","Industrial Energy Applications Inc","361","IA","Howard",1.6,6,0.0428082191780822
"11850",54719,"Alliant SBD 9203 Profol","American Profol Incorporated","56189","IA","Linn",5.6,222,0.452544031311155
"11853",54720,"Alliant SBD 8601 Quad Graphics","Industrial Energy Applications Inc","361","IA","Iowa",3.6,0,0
"11865",54731,"Hendricks Regional Health","Hendricks Regional Health","8453","IN","Hendricks",4.3,26,0.0690241053414039
"11871",54734,"Freeport McMoRan","Freeport McMoRan Inc","14989","NM","Grant",30.4,0,0
"11881",54735,"Alliant SBD 9301 Prairie Farms","Industrial Energy Applications Inc","361","IA","Dubuque",2.9,59,0.232246890253503
"11887",54749,"Goal Line LP","Goal Line LP","22269","CA","San Diego",51.4,18142,4.02919176305456
"11916",54766,"Boydton Plank Road Cogen Plant","Dinwiddie Power Inc","5178","VA","Dinwiddie",10.2,495,0.553988718775181
"11951",54769,"NYU Luthern Medical Center","NYU Langone Health","11329","NY","Kings",4.6,38,0.0943021639864999
"12000",54788,"Evanston Township High School","Evanston Board of Education","6883","IL","Cook",2.4,0,0
"12021",54803,"Plymouth State College Cogeneration","Plymouth State University","59190","NH","Grafton",2.8,0,0
"12043",54813,"Shepherd Center","Shepherd Center","17069","GA","Fulton",1.7,0,0
"12050",54818,"191 Peachtree Tower","Banyan St./GAP 191 Peachtree Owner, LLC","21260","GA","Fulton",2.4,0,0
"12052",54823,"Smithfield Farmland Corp Bladen","Smithfield Fresh Meats Corp.","17449","NC","Bladen",28.5,356,0.142593927741729
"12075",54830,"Emory Decatur Hospital","DeKalb Regional Health System","50109","GA","DeKalb",3.9,21,0.0614682121531437
"12081",54834,"Fort Greely Power Plant","Doyon Utilities - Fort Greely","19272","AK","Southeast Fairbanks",7.4,70,0.107984697025793
"12086",54839,"Valdosta Water Treatment Plant","Valdosta City of","19726","GA","Lowndes",3.4,0,0
"12096",54845,"Sun Trust Plaza","Sun Trust Plaza Associates LLC","18166","GA","Fulton",2.4,64,0.30441400304414
"12098",54848,"South Georgia Medical Center","Lowndes County Hospital Authority","11284","GA","Lowndes",5.5,0,0
"12102",54850,"Cox Waste to Energy","Cox Interior Inc","4413","KY","Taylor",5,2125,4.85159817351598
"12108",54854,"Sun Peak Generating Station","Nevada Power Co","13407","NV","Clark",222,31152,1.60187584845119
"12112",54858,"Southwestern Bell Telephone","Southwestern Bell Telephone Co","22035","MO","St Louis City",17.2,24,0.0159286396941701
"12120",54863,"Bassett Medical Center","Bassett Healthcare","1362","NY","Otsego",5.6,39,0.0795009784735812
"12129",54877,"Atlanta Gift Mart LP","Atlanta Gift Mart LP","876","GA","Fulton",1.2,0,0
"12133",54880,"Kamin LLC Wrens Plant","Kamin LLC","56024","GA","Jefferson",6,504,0.958904109589041
"12136",54882,"CenturyLink Regional HQ","CenturyLink Regional HQ","17795","NC","Franklin",2,0,0
"12141",54886,"Presence Saint Mary of Nazareth Hospital","Presence Health","15917","IL","Cook",4.2,0,0
"12146",54887,"DSM Pharmaceuticals","Patheon Manufacturing Service LLC","59895","NC","Pitt",9.2,1081,1.34132420091324
"12184",54906,"Georgia Pacific Center","GP Center Holdings LLC","60564","GA","Fulton",1.4,0,0
"12187",54908,"Enderlin","Archer Daniels Midland Co","772","ND","Ransom",9.8,1038,1.2091137824993
"12228",54927,"Grand Isle Gas Plant / Treating Station","Cox Operating LLC","62043","LA","Jefferson",9,0,0
"12231",54929,"Alliant SBD 9403 Aegon DC","Industrial Energy Applications Inc","361","IA","Linn",4.1,18,0.0501169395255596
"12243",54936,"Richard J Donovan Correctional Facility","California Dept of Corrections","2806","CA","San Diego",2.6,0,0
"12255",54950,"Univ of Oregon Central Power Station","University of Oregon","24008","OR","Lane",11,711,0.73785803237858
"12272",54967,"Alliant SBD 9302 Aegon NP","Industrial Energy Applications Inc","361","IA","Linn",1.2,2,0.0190258751902588
"12273",54968,"Alliant SBD 9502 Eaton","Industrial Energy Applications Inc","361","IA","Wright",5.4,95,0.200828682563842
"12297",54981,"Harris Energy Realty","City of Holyoke Gas and Electric Dept.","8776","MA","Hampden",1.3,0,0
"12301",54985,"Crestwood Dothan","Crestwood Corp","4468","AL","Houston",8.6,773,1.02606987363279
"12308",54987,"Woodridge Greene Valley Treatment Plant","DuPage County","5483","IL","DuPage",1.5,0,0
"12323",55002,"Murphy-Brown LLC","Murphy - Brown LLC","13124","NC","Duplin",2.4,106,0.504185692541857
"12325",55004,"Thornwood High School","Thorton Township School Dist","18850","IL","Cook",1.4,0,0
"12327",55005,"Thornridge High School","Thorton Township School Dist","18850","IL","Cook",1,0,0
"12400",55061,"Tenaska Georgia Generation Facility","Tenaska Georgia Partners LP","18535","GA","Heard",1099.2,92227,0.957805344526198
"12422",55067,"MPEA Energy Center","Metropolitan Pier and Exposition Auth","54704","IL","Cook",6,0,0
"12425",55068,"Maine Independence Station","Casco Bay Energy Co LLC","4966","ME","Penobscot",550.2,234887,4.87342502269826
"12482",55099,"NRG Sterlington Power","NRG Sterlington Power LLC","13886","LA","Ouachita",208.5,1542,0.0844256101967741
"12493",55101,"Kalamazoo River Generating Station","CMS Generation MI Power LLC","3838","MI","Kalamazoo",77.4,10176,1.50083182896181
"12494",55102,"Livingston Generating Station","CMS Generation MI Power LLC","3838","MI","Otsego",170.1,5011,0.336291571705067
"12507",55109,"Rocky Road Power LLC","Rocky Road Power LLC","16197","IL","Kane",415.5,38122,1.04737099495024
